driver_tag,time_tag,dist_ahead,time_of_impact,num_of_det_vehicles,veh_flag,gps_speed,overspeeding,min_age,max_age,old_age,ptw_ratio,is_diesel,gender,female,small_car,norm_avail,brek_avail,accr_avail,behaviour,target,target_lag1,gps_speed_diff1,num_of_det_vehicles_diff1,dist_ahead_diff1,alpha_12,alpha_13,alpha_21,alpha_22,alpha_23,alpha_31,alpha_32,alpha_33,alpha_41,alpha_42,alpha_43,alpha_51,alpha_52,alpha_53,alpha_61,alpha_63,is_aggressive,is_drowsy,is_normal
11,14,-1.0,-1.0,0,0,92.03333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,1.222222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,15,-1.0,-1.0,0,0,92.61111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.577777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,16,-1.0,-1.0,0,0,93.23333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.622222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,17,-1.0,-1.0,0,0,93.5,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.266666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,18,-1.0,-1.0,0,0,92.8,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,19,-1.0,-1.0,0,0,93.0,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,20,-1.0,-1.0,0,0,93.53333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.533333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,21,-1.0,-1.0,0,0,93.51111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.022222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,22,-1.0,-1.0,0,0,93.57777778,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.066666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,23,-1.0,-1.0,0,0,93.6,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.022222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,24,-1.0,-1.0,0,0,92.66666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-0.933333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,25,-1.0,-1.0,0,0,92.4,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,-0.266666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,26,-1.0,-1.0,0,0,92.34444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.055555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,27,-1.0,-1.0,0,0,92.34444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,28,-1.0,-1.0,0,0,92.6,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.255555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,29,-1.0,-1.0,0,0,93.03333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,0.433333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,30,-1.0,-1.0,0,0,93.18888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.155555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,31,-1.0,-1.0,0,0,93.58888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,32,-1.0,-1.0,0,0,93.92222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,33,-1.0,-1.0,0,0,94.13333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.211111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,34,-1.0,-1.0,0,0,94.7,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.566666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,35,-1.0,-1.0,0,0,94.94444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.244444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,36,-1.0,-1.0,0,0,95.33333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.388888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,37,-1.0,-1.0,0,0,95.73333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,38,-1.0,-1.0,0,0,96.2,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.466666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,39,-1.0,-1.0,0,0,95.67777778,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-0.522222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,40,-1.0,-1.0,0,0,94.63333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-1.044444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,41,-1.0,-1.0,0,0,94.5,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.133333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,42,-1.0,-1.0,0,0,94.7,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,43,-1.0,-1.0,0,0,95.1,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,44,-1.0,-1.0,0,0,95.4,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,45,-1.0,-1.0,0,0,95.31111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-0.088888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,46,-1.0,-1.0,0,0,94.42222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,-0.888888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,47,-1.0,-1.0,0,0,93.56666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.855555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,48,-1.0,-1.0,0,0,93.3,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.266666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,49,-1.0,-1.0,0,0,93.21111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,-0.088888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,50,-1.0,-1.0,0,0,93.76666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.555555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,51,-1.0,-1.0,0,0,94.21111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.444444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,52,-1.0,-1.0,0,0,94.63333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.422222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,53,-1.0,-1.0,0,0,95.26666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.633333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,54,-1.0,-1.0,0,0,95.5,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.233333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,55,-1.0,-1.0,0,0,96.0,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,56,-1.0,-1.0,0,0,96.55555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,0.555555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,57,-1.0,-1.0,0,0,96.23333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,-0.322222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,58,-1.0,-1.0,0,0,96.1,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,-0.133333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,59,-1.0,-1.0,0,0,95.93333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,-0.166666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,60,-1.0,-1.0,0,0,95.8,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,-0.133333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,61,-1.0,-1.0,0,0,95.44444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.355555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,62,-1.0,-1.0,0,0,95.03333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.411111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,63,-1.0,-1.0,0,0,94.65555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.377777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,64,-1.0,-1.0,0,0,93.98888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,-0.666666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,65,-1.0,-1.0,0,0,94.54444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,0.555555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,66,-1.0,-1.0,0,0,94.8,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,1,0.255555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,67,-1.0,-1.0,0,0,94.18888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-0.611111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,68,-1.0,-1.0,0,0,94.05555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-0.133333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,69,-1.0,-1.0,0,0,93.92222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,-0.133333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,70,-1.0,-1.0,0,0,94.08888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.166666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,71,-1.0,-1.0,0,0,94.2,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,0.111111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,72,-1.0,-1.0,0,0,94.58888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.388888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,73,-1.0,-1.0,0,0,94.94444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.355555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,74,-1.0,-1.0,0,0,95.2,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.255555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,75,-1.0,-1.0,0,0,94.23333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,-0.966666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,76,-1.0,-1.0,0,0,93.62222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-0.611111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,77,-1.0,-1.0,0,0,93.95555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,78,-1.0,-1.0,0,0,93.85555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,-0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,79,-1.0,-1.0,0,0,93.61111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-0.244444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,80,-1.0,-1.0,0,0,93.5,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.111111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,81,-1.0,-1.0,0,0,93.65555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,0.155555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,82,-1.0,-1.0,0,0,94.01111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.355555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,83,-1.0,-1.0,0,0,94.1,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.088888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,84,-1.0,-1.0,0,0,94.6,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,85,-1.0,-1.0,0,0,95.25555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.655555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,86,-1.0,-1.0,0,0,95.76666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.511111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,87,-1.0,-1.0,0,0,95.96666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,88,-1.0,-1.0,0,0,95.76666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,-0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,89,-1.0,-1.0,0,0,95.8,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.033333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,90,-1.0,-1.0,0,0,96.07777778,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.277777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,91,-1.0,-1.0,0,0,97.65555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,1.577777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,92,-1.0,-1.0,0,0,99.3,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,1.644444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,93,-1.0,-1.0,0,0,99.71111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.411111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,94,-1.0,-1.0,0,0,99.75555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.044444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,95,-1.0,-1.0,0,0,99.43333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.322222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,96,-1.0,-1.0,0,0,98.65555556,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,-0.777777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,97,-1.0,-1.0,0,0,98.36666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,2,-0.288888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,98,-1.0,-1.0,0,0,98.14444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,-0.222222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,99,-1.0,-1.0,0,0,97.53333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.611111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,100,-1.0,-1.0,0,0,97.73333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,101,-1.0,-1.0,0,0,97.51111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,-0.222222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,102,-1.0,-1.0,0,0,98.01111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,103,-1.0,-1.0,0,0,98.33333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.322222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,104,-1.0,-1.0,0,0,98.97777778,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.644444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,105,-1.0,-1.0,0,0,99.12222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.144444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,106,-1.0,-1.0,0,0,99.86666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.744444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,107,-1.0,-1.0,0,0,100.3777778,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,0,0.511111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,108,-1.0,-1.0,0,0,100.4666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,0.088888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,109,-1.0,-1.0,0,0,99.88888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-0.577777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,110,-1.0,-1.0,0,0,97.68888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,2,2,-2.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,111,-1.0,-1.0,0,0,96.34444444,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,2,-1.344444444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,112,-1.0,-1.0,0,0,96.31111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.033333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,113,-1.0,-1.0,0,0,96.03333333,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,-0.277777778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,114,-1.0,-1.0,0,0,95.56666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,-0.466666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,115,-1.0,-1.0,0,0,94.8,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,-0.766666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,116,-1.0,-1.0,0,0,94.2,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,117,-1.0,-1.0,0,0,94.16666667,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,-0.033333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,118,-1.0,-1.0,0,0,94.82222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,0.655555556,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,119,-1.0,-1.0,0,0,94.28888889,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,0,-0.533333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,120,-1.0,-1.0,0,0,94.6,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,1,1,0.311111111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,121,-1.0,-1.0,0,0,96.02222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,1,1.422222222,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,122,-1.0,-1.0,0,0,96.32222222,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,123,-1.0,-1.0,0,0,97.41111111,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,1.088888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,124,-1.0,-1.0,0,0,98.3,1,40,50,1,0.07,1,Male,0,0,1,1,1,normal,0,0,0.888888889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
